title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName
Shrishti Interior Designer Studio,4.8,14,"107, Atlantic Commercial Tower, 1st Floor, RB Mehta Marg",Mumbai,Maharashtra,IN,https://www.instagram.com/shrishti.interior.studio,,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shrishti%20Interior%20Designer%20Studio&query_place_id=ChIJnzx4wS3G5zsRe5wtBC9ixk0,Interior designer
Naaz Restaurant,4.3,3421,"3VRJ+GMJ, Building No 5, Shamsuddin Nagar, Andheri - Kurla Rd",Mumbai,Maharashtra,IN,http://naazhotel.com/,+91 77384 77786,Buffet restaurant,Chinese restaurant,Indian restaurant,Delivery Restaurant,Mughlai restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Naaz%20Restaurant&query_place_id=ChIJCzG6CWTI5zsR63HH5CI09oo,Buffet restaurant
Zanya Wellness - Salon and Spa For Women,4.9,198,"Sai Baba complex, Sai Sagar building",Mumbai,Maharashtra,IN,https://www.zanya.co.in/,+91 98190 87297,Beautician,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Zanya%20Wellness%20-%20Salon%20and%20Spa%20For%20Women&query_place_id=ChIJ1w5Mbt235zsRVtlKg9R67ws,Beautician
Shivsu Chinese Restaurant,3.9,637,"Shop no. A-5, WT Marg, near Neeldurg Durg Hotel, beside Hindustan Bank",Mumbai,Maharashtra,IN,https://www.swiggy.com/restaurants/shivsu-chinese-restuarant-chembur-mumbai-23777,+91 90044 34591,Chinese restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shivsu%20Chinese%20Restaurant&query_place_id=ChIJra9mkRrG5zsR4DdPJPYS6UI,Chinese restaurant
Best Interior Designer in Mumbai - Sahiba's Design Studio,5,24,"Sameer Niwas, 7 Bungalows, B-103, JP Rd",Mumbai,Maharashtra,IN,https://www.sahibasdesignstudio.com/,+91 99298 55666,Interior designer,Architectural designer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Best%20Interior%20Designer%20in%20Mumbai%20-%20Sahiba's%20Design%20Studio&query_place_id=ChIJD0y3l7m35zsRHeTLA_Yw7o4,Interior designer
"REFORM INTERIOR DESIGN & BUILD, ANDHERI WEST, MUMBAI",5,27,"Crystal, Plaza, B/113, New Link Rd, opp. Infinity Mall",Mumbai,Maharashtra,IN,https://www.interiordesignersinmumbai.in/,+91 98690 85153,Interior designer,Interior architect office,Interior construction contractor,Interior Decorator,Interior fitting contractor,,,,,,https://www.google.com/maps/search/?api=1&query=REFORM%20INTERIOR%20DESIGN%20%26%20BUILD%2C%20ANDHERI%20WEST%2C%20MUMBAI&query_place_id=ChIJb-efTKK35zsRYGkvuSVcHEg,Interior designer
Designo Interiors,4.7,47,"Raheja Vistas, D 1802",Mumbai,Maharashtra,IN,http://www.designointeriors.com/,+91 98201 11353,Interior designer,Building designer,Fitted furniture supplier,General contractor,Office furniture store,,,,,,https://www.google.com/maps/search/?api=1&query=Designo%20Interiors&query_place_id=ChIJC7AYQqrJ5zsRpl6Y09pZJTI,Interior designer
Tummy Temptation - MultiCuisine Restaurant,4.6,1119,"First Floor, Marathon Millennium, Lal Bahadur Shastri Marg, near Nirmal life Style mall",Mumbai,Maharashtra,IN,https://www.instagram.com/tummy.temptation_mumbai/?igsh=ZGNpam9leHNrOXBx,+91 99302 25600,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tummy%20Temptation%20-%20MultiCuisine%20Restaurant&query_place_id=ChIJp0xZhSC55zsRIYxapjVarWw,Restaurant
Nirmal Herbal,4.6,242,"Ground Floor, Maya Building, Road No. 15",Mumbai,Maharashtra,IN,https://www.nirmalherbal.in/,+91 98336 06775,Spa,Beauty salon,Day spa,Facial spa,Massage spa,,,,,,https://www.google.com/maps/search/?api=1&query=Nirmal%20Herbal&query_place_id=ChIJ63VruqDI5zsRfEj6mWZGhGI,Spa
OHM Space Designs - Interior Designer in Mumbai,4.5,17,"Juhu Tarang CHS, 4/71",Mumbai,Maharashtra,IN,https://ohmspacedesigns.in/,+91 99303 06200,Interior designer,Interior construction contractor,,,,,,,,,https://www.google.com/maps/search/?api=1&query=OHM%20Space%20Designs%20-%20Interior%20Designer%20in%20Mumbai&query_place_id=ChIJ4zu1OOHJ5zsRRl0SKDAuQV8,Interior designer
Roshan Group,4.8,108,"Uni Design House, 74 Techno Park, Cross Rd C, opp. Gate",Mumbai,Maharashtra,IN,https://roshangroups.com/,+91 98202 62649,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Roshan%20Group&query_place_id=ChIJ20AX5eO35zsRdV5EjCBFvoQ,Interior designer
Sk interior design-Best Residential & Commercial interior designer-Electrical work /Painting/Civil contractor in Andheri East,4.9,53,"Madina market Shari nagar madina market, Khairani Rd",Mumbai,Maharashtra,IN,https://skluxuryinteriors.in/,+91 90824 43145,Interior designer,Contractor,Electrical engineer,Interior Decorator,Painter,,,,,,https://www.google.com/maps/search/?api=1&query=Sk%20interior%20design-Best%20Residential%20%26%20Commercial%20interior%20designer-Electrical%20work%20%2FPainting%2FCivil%20contractor%20in%20Andheri%20East&query_place_id=ChIJT2Qqu83J5zsRjwa8YatHoP8,Interior designer
"Expressions Inside Interior Designer 15 years experience Best Interior Designer architects in Mumbai & Navi Mumbai ,Thane",4.9,163,"Estern Business District by Naptune, B-112, Lal Bahadur Shastri Marg",Mumbai,Maharashtra,IN,https://expressionsinside.com/,+91 99201 30473,Interior designer,Architect,Architectural designer,Architecture firm,Civil engineer,Interior construction contractor,Office furniture store,,,,https://www.google.com/maps/search/?api=1&query=Expressions%20Inside%20Interior%20Designer%2015%20years%20experience%20Best%20Interior%20Designer%20architects%20in%20Mumbai%20%26%20Navi%20Mumbai%20%2CThane&query_place_id=ChIJQ58cbhzH5zsR1Ps3MFFbvtw,Interior designer
positive vibes spa,4.5,36,"Shop No.3, Mohammadi House, Ground Floor S.T. Martin Road, Hill Rd, opp. MCGM Office",Mumbai,Maharashtra,IN,,+91 99308 49156,Spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=positive%20vibes%20spa&query_place_id=ChIJPTCkQR3J5zsR-yHOsXZH2ik,Spa
Aura Thai Spa - Best Spa in Mumbai,4,111,"Opp, MIG Cricket Club Rd, next to Dmart, near SaiDham Temple",Mumbai,Maharashtra,IN,,+91 98200 35491,Spa,Foot massage parlor,Massage spa,Massage therapist,Sports massage therapist,Thai massage therapist,Wellness center,,,,https://www.google.com/maps/search/?api=1&query=Aura%20Thai%20Spa%20-%20Best%20Spa%20in%20Mumbai&query_place_id=ChIJZXN8xSHJ5zsR-WDKrG7K7dI,Spa
Glow Beauty & Wellness Centre,4.8,53,"Shop No. 28, Next Vodafone Gallery, Liberty Co. Operative Housing Society Ltd, 98/B, Hill Rd",Mumbai,Maharashtra,IN,,+91 88289 67764,Skin care clinic,Facial spa,Hair extension technician,Hair removal service,Laser hair removal service,Nail salon,,,,,https://www.google.com/maps/search/?api=1&query=Glow%20Beauty%20%26%20Wellness%20Centre&query_place_id=ChIJ4WtZwYvJ5zsRRRDxAhSNthw,Skin care clinic
Deksha Design Studio,4.8,31,"Orchid Pride, A202",Mumbai,Maharashtra,IN,http://www.dekshadesignstudio.com/,+91 99201 68386,Interior designer,Architectural designer,Design agency,Furniture maker,Furniture manufacturer,Interior architect office,Interior construction contractor,Interior Decorator,Landscape architect,Landscape designer,https://www.google.com/maps/search/?api=1&query=Deksha%20Design%20Studio&query_place_id=ChIJ____DzTI5zsRHfVHe9WMSlc,Interior designer
Oasis Spa,4.6,182,"2nd Floor, Neptune uptown building, 204, Netaji Subhash Chandra Rd",Mumbai,Maharashtra,IN,https://oasisspamulund.in/,+91 80971 99751,Massage spa,Day spa,Foot Massage Parlour,Health spa,Massage therapist,Spa,Spa and health club,,,,https://www.google.com/maps/search/?api=1&query=Oasis%20Spa&query_place_id=ChIJf8T7mPq45zsROTw_1oYbp5o,Massage spa
vision view interiors,4.7,41,"Unit.no.1 vishwakarma compound, Service Rd, opp. Hotel JK residency",Mumbai,Maharashtra,IN,http://www.visionviewinteriors.com/,+91 98201 03946,Interior designer,Architectural designer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=vision%20view%20interiors&query_place_id=ChIJvVXSJ9W35zsRAtrbtqhwsg0,Interior designer
NIF Global Ghatkopar | Interior & Fashion Design Institute | Mumbai,4.8,254,"3rd Floor, Sanghvi Square, 310, 311, 311A, 312, Mahatma Gandhi Rd, near Metro Railway Station, above HDFC Bank",Mumbai,Maharashtra,IN,https://nifglobalghatkopar.com/,+91 84337 77788,Interior designer,Artist,Design institute,Door shop,Fashion designer,Fashion design school,Stylist,Tailor,,,https://www.google.com/maps/search/?api=1&query=NIF%20Global%20Ghatkopar%20%7C%20Interior%20%26%20Fashion%20Design%20Institute%20%7C%20Mumbai&query_place_id=ChIJbeqgbGXH5zsRrT5_yMElvlg,Interior designer
SABRINA THAI SPA,4.1,88,"No. 37 1966, Service Rd",Mumbai,Maharashtra,IN,,+91 82916 52759,Massage spa,Massage therapist,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SABRINA%20THAI%20SPA&query_place_id=ChIJ2wskXB_J5zsRh9KPYc6Sejc,Massage spa
JK INTERIOR DESIGN,5,13,"3rd floor, Ankeet Apartment, 301, Liberty Garden Cross Rd Number 3",Mumbai,Maharashtra,IN,https://www.instagram.com/jkdesign222?utm_source=qr&igsh=MTh4ZzRmc3VmaGJsdw==,+91 70213 82885,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=JK%20INTERIOR%20DESIGN&query_place_id=ChIJaZzPJcu35zsRz8NRp9CqWVY,Interior designer
Signature Wellness Spa & Salon,4.5,122,"Premises no 3,4,5 , 1st floor, Kailash Building, Waterfield Road",Mumbai,Maharashtra,IN,,+91 80809 41223,Spa,Facial spa,Nail salon,Hairdresser,Waxing hair removal service,,,,,,https://www.google.com/maps/search/?api=1&query=Signature%20Wellness%20Spa%20%26%20Salon&query_place_id=ChIJH6IPEBrJ5zsRQqSa0vTewaM,Spa
Designs India - Interior Designers,5,14,Zee Corporate Park,Mumbai,Maharashtra,IN,https://www.designsindia.com/,+91 97733 12111,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Designs%20India%20-%20Interior%20Designers&query_place_id=ChIJVWLHBiTJ5zsRgkzhCflp5AA,Interior designer
A3B PROJECTS (P) LIMITED - DESIGN BUILD INTERIORS,4.4,39,"505, 5 floor, A3B, A wing, Chandivali Farm Rd, next to Micro Lab",Mumbai,Maharashtra,IN,https://www.a3b.in/,+91 93200 12999,Interior designer,Architectural designer,Design engineer,Interior architect office,Interior Decorator,Real estate surveyor,,,,,https://www.google.com/maps/search/?api=1&query=A3B%20PROJECTS%20(P)%20LIMITED%20-%20DESIGN%20BUILD%20INTERIORS&query_place_id=ChIJAQAAAHPI5zsR-v29zyO5o9g,Interior designer
"DCosy Furniture & Best Interior Designer in Jogeshwari, Mumbai",4.8,24,"Metro Station, Shop No. 1, 2, Opp. Raigarh Military School, Link Road, Behram Baugh, below Oshiwara",Mumbai,Maharashtra,IN,https://dcosyinteriors.com/,+91 99677 21731,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=DCosy%20Furniture%20%26%20Best%20Interior%20Designer%20in%20Jogeshwari%2C%20Mumbai&query_place_id=ChIJea3xNX-35zsRKYE4hVJ-Qkk,Interior designer
Ratnagiri Coastal Bar,4.5,1302,"Gurunanak Rd, Near Bandra Railway Station",Mumbai,Maharashtra,IN,https://link.zomato.com/xqzv/rshare?id=15964283f23b9ac3,+91 84339 75066,Chinese restaurant,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ratnagiri%20Coastal%20Bar&query_place_id=ChIJNRnILT3J5zsR1-do701BdzA,Chinese restaurant
AVN Interiors,4.6,65,"Soni House, 4th ns road",Mumbai,Maharashtra,IN,http://avninteriors.com/,+91 98196 90329,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=AVN%20Interiors&query_place_id=ChIJq1IN48fJ5zsRETO-yl3HfhU,Interior designer
Susy Thai Spa and Salon,4.7,24,"A 3/4 Ground floor, Sheth Heights, near RCF colony, behind Ashish cinema",Mumbai,Maharashtra,IN,,+91 91361 69731,Spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Susy%20Thai%20Spa%20and%20Salon&query_place_id=ChIJD2Hpkf7P5zsRa7iw2cq_Y9Q,Spa
Cafe Artisan,5,11,"Cafe artisan by artisan coterie, lane, Marve Rd",Mumbai,Maharashtra,IN,https://cafe.artisancoterie.com/,,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%20Artisan&query_place_id=ChIJlURnjO235zsRs0nDA5SRaS8,Cafe
The Spa Culture,4.7,188,"Noah's Ark. CTS No.613.Ghatla Road. Ratna Supermarket Lane, Off, Sion - Trombay Rd",Mumbai,Maharashtra,IN,,+91 84339 99733,Spa,Beautician,Hairdresser,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Spa%20Culture&query_place_id=ChIJV1COlZzH5zsR1m93A2BB0P4,Spa
VINAYAKK INTERIOR,4.8,35,"11th floor, Corporate annex, 1113,Vinayakk Interior",Mumbai,Maharashtra,IN,https://www.vinayakkinterior.com/,+91 96191 27673,Interior designer,Architects association,Architectural designer,Interior architect office,Interior construction contractor,Interior Decorator,Interior fitting contractor,Kitchen remodeler,,,https://www.google.com/maps/search/?api=1&query=VINAYAKK%20INTERIOR&query_place_id=ChIJdYm4vZi35zsR03UAaUIHUvw,Interior designer
Space Interior & Architects,4.7,70,"Bldg. NO.2, West View Apartment, 12-B, Ground Floor, 411, Swami Vivekanand Rd",Mumbai,Maharashtra,IN,https://spaceinteriorandarchitects.in/,+91 98207 11323,Interior designer,Interior architect office,Architecture firm,,,,,,,,https://www.google.com/maps/search/?api=1&query=Space%20Interior%20%26%20Architects&query_place_id=ChIJAQAAAP_I5zsRh7PAnEvQ0Yk,Interior designer
Pace-net Cyber Cafe,3.8,28,"Shop No.1, Joon Coll Plaza, C.S.T. Road, opp. Kalina University",Mumbai,Maharashtra,IN,,+91 99674 48634,Internet cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Pace-net%20Cyber%20Cafe&query_place_id=ChIJhSv7xvrI5zsR74HHiE1PQ-4,Internet cafe
Four Chairs Cafe | Best Cafe Near Hinduja Hospital Bandra,4.9,78,"7th, PD Hinduja Rd",Mumbai,Maharashtra,IN,https://fourchairsbandra.com/,+91 93249 23997,Cafe,Breakfast restaurant,Brunch restaurant,Coffee roastery,Coffee shop,Coffee store,Restaurant,Sandwich shop,,,https://www.google.com/maps/search/?api=1&query=Four%20Chairs%20Cafe%20%7C%20Best%20Cafe%20Near%20Hinduja%20Hospital%20Bandra&query_place_id=ChIJ1elOUt3J5zsRjrS9ddYtdsA,Cafe
D Café,3.7,3,Rustomjee E'ZONE mall,Mumbai,Maharashtra,IN,,,Cafe,Shopping mall,Coffee shop,,,,,,,,https://www.google.com/maps/search/?api=1&query=D%20Caf%C3%A9&query_place_id=ChIJHeuRszK35zsRdPpaEaSGvtE,Cafe
Shamby's pizza cafe,5,5,"shop no 4, sadanand chs, St. Anthony road, Santacruz – Chembur Link Rd",Mumbai,Maharashtra,IN,,,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shamby's%20pizza%20cafe&query_place_id=ChIJqaMT4rzJ5zsRgJQA1woE-FM,Cafe
Cafe Noorani,3.7,31,"mustafa market, Khairani Rd",Mumbai,Maharashtra,IN,,,Cafe,Coffee shop,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%20Noorani&query_place_id=ChIJAVGUbXbI5zsRPq8koLxhjTU,Cafe
Dental Clinic,4.8,27,D-4,Mumbai,Maharashtra,IN,,+91 80972 73033,Dental clinic,Dentist,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dental%20Clinic&query_place_id=ChIJy3UzdBHI5zsRnnKIK3HClQQ,Dental clinic
SNZ Designs,4.6,55,"crystal plaza, D - 502, New Link Rd, opp. Infinity Mall",Mumbai,Maharashtra,IN,https://www.snzdesigns.com/,+91 99207 70009,Interior designer,Interior architect office,Interior Decorator,,,,,,,,https://www.google.com/maps/search/?api=1&query=SNZ%20Designs&query_place_id=ChIJZWVM-_ax5zsRWaCt5ZMes_A,Interior designer
Grace Interior Designer,5,25,"Hill Park, SMGK Associate Residency Rd, opp. Scholar School",Mumbai,Maharashtra,IN,https://graceinteriordesigner.in/,,Interior designer,Architect,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Grace%20Interior%20Designer&query_place_id=ChIJU8fZILe35zsRZOGweWeOfgU,Interior designer
Shreeji Interior Lifestyles,4.9,102,"Sai Fortune Business Centre, 1002, Tilak Rd",Mumbai,Maharashtra,IN,https://www.shreejiinteriors.co/,+91 93260 83833,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shreeji%20Interior%20Lifestyles&query_place_id=ChIJtQGj0s3H5zsRE3PIsiZ82rE,Interior designer
Spa Nest (Spa In Bandra West),4.7,209,"No. 101, 1st Floor, Shop, 182, Waterfield Road, above Jammu & Kashmir Bank",Mumbai,Maharashtra,IN,http://spanestbandra.in/,+91 75063 59379,Spa,Health spa,Massage therapist,Thai massage therapist,,,,,,,https://www.google.com/maps/search/?api=1&query=Spa%20Nest%20(Spa%20In%20Bandra%20West)&query_place_id=ChIJH_PVi-XJ5zsRYyv6J26UEXs,Spa
Cafe badshah,3.3,20,"Ajit Glass, shop no. 10/11, Qureshi comp, Swami Vivekanand Rd, nr. Himaliya hotel",Mumbai,Maharashtra,IN,,+91 79773 16405,Chinese restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%20badshah&query_place_id=ChIJT6bhIIG35zsRIkIm0pelwXM,Chinese restaurant
The White Lotus Spa,4.3,142,"Club Emerald, Anand Hospital, East",Mumbai,Maharashtra,IN,http://www.theemerald.com/facilities/spa,,Spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20White%20Lotus%20Spa&query_place_id=ChIJQf-8ZaTI5zsRqDC_ltJE84E,Spa
Cafe Ice delight,4.2,5,"5R6W+5C5, Swami Vivekanand Rd",Mumbai,Maharashtra,IN,,,Coffee shop,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%20Ice%20delight&query_place_id=ChIJsakbgly35zsRa1PbB-cuvSY,Coffee shop
Eleven Interiors,4.8,68,"Shop no 1, Darshan Classic Build in g",Mumbai,Maharashtra,IN,http://11interiors.in/,+91 73046 87124,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Eleven%20Interiors&query_place_id=ChIJVVVVETjI5zsR9aywxpA7Zoo,Interior designer
The Canteen Cafe (Rooftop Cafe),5,4,"16th Floor, The Canteen Cafe Magic Square Building, opp. Axis Bank",Mumbai,Maharashtra,IN,,+91 93728 97484,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Canteen%20Cafe%20(Rooftop%20Cafe)&query_place_id=ChIJXxfQkTDJ5zsR7lSZZVwoE74,Cafe
K Skin Bar | Skin Care Clinic | Aesthetic Treatments Center | Goregaon,4.6,303,"Ground Floor, Flat no. 284, 2258, VIBGYOR School Rd, near Sooperbuy Shoe Store",Mumbai,Maharashtra,IN,https://kskinbar.com/,+91 85911 04988,Skin care clinic,Dermatologist,Facial spa,Hair replacement service,Health spa,Medical spa,Spa and health club,,,,https://www.google.com/maps/search/?api=1&query=K%20Skin%20Bar%20%7C%20Skin%20Care%20Clinic%20%7C%20Aesthetic%20Treatments%20Center%20%7C%20Goregaon&query_place_id=ChIJe-nUXPW35zsRLgq9yFgfOOY,Skin care clinic
Laundry Cafe,4.5,33,"Shop no 3, Deepali chs, Veera Desai Rd",Mumbai,Maharashtra,IN,,+91 98670 22131,Dry cleaner,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Laundry%20Cafe&query_place_id=ChIJzepL3c235zsRsbw9kJY3Cmk,Dry cleaner
Shivay Interior Designers in Mumbai,5,5,"5th floor 2A, Swan mill building, 512, New Mill Rd",Mumbai,Maharashtra,IN,http://shivayinteriors.com/,+91 88794 40716,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shivay%20Interior%20Designers%20in%20Mumbai&query_place_id=ChIJ3ZzICJPI5zsRpd8jFATE5pY,Interior designer
Cafe Bahar,4.2,427,"3/A, Pathanwadi Rd",Mumbai,Maharashtra,IN,,+91 98193 86350,Cafe,Breakfast restaurant,Mughlai restaurant,Fast food restaurant,Indian restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%20Bahar&query_place_id=ChIJg_MDOga35zsRNXwwgwM_mwA,Cafe
Cafe 2.0,2,96,"Chhatrapati Shivaji Maharaj International Airport Mumbai, BOM Terminal 2",Mumbai,Maharashtra,IN,,,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%202.0&query_place_id=ChIJL4GEZ1vJ5zsR-C3SsgQ-kog,Fast food restaurant
Hotel cafe bushra,3.5,45,"4V5G+GGG, Andheri - Kurla Road Andheri East",Mumbai,Maharashtra,IN,,+91 79947 85986,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hotel%20cafe%20bushra&query_place_id=ChIJvf0sRxXI5zsRY4mI8K1PTHo,Cafe
The Wellness spa,4.7,173,"1 st Floor, Cypress Building, Old Market, A/101, Central Ave, near Vodafone Gallery",Mumbai,Maharashtra,IN,https://www.theelementsspa.in/,+91 77188 41040,Spa,Aromatherapy service,Day spa,Massage spa,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Wellness%20spa&query_place_id=ChIJs-JIDObH5zsRmbVwU0d3l5A,Spa
R S Mani Cafe,4.3,7,"Ward-N, SAI INFOTECH, Shop no 50, Jawahar Rd",Mumbai,Maharashtra,IN,,+91 81696 11852,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=R%20S%20Mani%20Cafe&query_place_id=ChIJQ2AcPyPH5zsRFkBA9izh05s,Cafe
BLUE LAGOON CAFE,5,4,Shop No 05,Mumbai,Maharashtra,IN,,+91 62801 17604,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=BLUE%20LAGOON%20CAFE&query_place_id=ChIJSUeph5TH5zsRSacsiwwMlaw,Fast food restaurant
Chalse soda cafe,4.6,63,"Tilak Vaishali CHS, Rd Number 12",Mumbai,Maharashtra,IN,,,Ice cream shop,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chalse%20soda%20cafe&query_place_id=ChIJ61MgLQDJ5zsR0cKm6-l07g8,Ice cream shop
Muzic Cafe Rehearsal & Recording Studio,4.8,51,"Basement, Purva building, Tejpal Scheme Rd Number 3, below Union Bank of India, opp. Prabodhankar Thakray Udyan",Mumbai,Maharashtra,IN,,+91 96199 34112,Recording studio,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Muzic%20Cafe%20Rehearsal%20%26%20Recording%20Studio&query_place_id=ChIJK8gTGZHJ5zsRxW9mZsy_CaU,Recording studio
Mani's Cafe,3.7,334,"Shop No.3, Alpha Appartment, Mahatma Gandhi Rd, opposite to Parleshwar Temple",Mumbai,Maharashtra,IN,,+91 80979 18393,South Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mani's%20Cafe&query_place_id=ChIJdY9GOZjJ5zsRwx7ArWeXFgc,South Indian restaurant
Cafe La Maison X Mr Sandwich,5,5,"Premises CSL, Ground Floor, Linkway Estate, Unit No. 5, New Link Rd, near Greens Restaurant",Mumbai,Maharashtra,IN,,+91 92742 77292,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%20La%20Maison%20X%20Mr%20Sandwich&query_place_id=ChIJnbKhk3C35zsR6RqxQN7AHcU,Cafe
"JM Anna Idly Cafe, Shop no 12, Crescent Landmark Society, Makwana Road,Marol, Andheri East, Mumbai 400059",4.2,50,"Shop 12, Techno Center, crescent Landmark Society, Makwana Rd, next to Vaman Centre",Mumbai,Maharashtra,IN,,+91 98677 78976,South Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=JM%20Anna%20Idly%20Cafe%2C%20Shop%20no%2012%2C%20Crescent%20Landmark%20Society%2C%20Makwana%20Road%2CMarol%2C%20Andheri%20East%2C%20Mumbai%20400059&query_place_id=ChIJgUHAJGbJ5zsR_0611wb8g44,South Indian restaurant
FATIMA INTERIOR DECORATORS AND DESIGNERS,4.9,395,"imamwara chock hill, Narayan Nagar, Gaiban Shah Dargah Road",Mumbai,Maharashtra,IN,https://fatima-interior.grexa.site/,+91 88984 61786,Interior Decorator,Contractor,,,,,,,,,https://www.google.com/maps/search/?api=1&query=FATIMA%20INTERIOR%20DECORATORS%20AND%20DESIGNERS&query_place_id=ChIJ5f7Sx33I5zsRJTbSTvhNeO8,Interior Decorator
Meraki Dental Care,4.9,18,"Shop no 4, Shashikala Co society, Jain mandir, plot no 90, next to Jawahar Nagar",Mumbai,Maharashtra,IN,,+91 80970 50602,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Meraki%20Dental%20Care&query_place_id=ChIJPVRgOhLP5zsRkO1dSx-m_d4,Dental clinic
Ayush Spa & Salon,4.5,56,"Shop No-40,Kuber Complex, New Link Rd, Off Veera Desai Rd, off Laxmi Industrial Estate",Mumbai,Maharashtra,IN,https://www.ayushspa.in/,+91 98922 92078,Spa,Foot Massage Parlour,Massage spa,Thai massage therapist,Wellness Centre,,,,,,https://www.google.com/maps/search/?api=1&query=Ayush%20Spa%20%26%20Salon&query_place_id=ChIJQe1JEyO25zsRAAAAMJE8AmI,Spa
The Food Studio,4.2,9123,"DMart Royal Classic Tower, Besides, Mulund - Goregaon Link Rd",Mumbai,Maharashtra,IN,https://thefoodstudio.in/,+91 86553 00999,North Indian restaurant,Bar,Chinese restaurant,Continental restaurant,Fine dining restaurant,Punjabi restaurant,Thai restaurant,,,,https://www.google.com/maps/search/?api=1&query=The%20Food%20Studio&query_place_id=ChIJ3f__b1-45zsRAJMaumVduvM,North Indian restaurant
Dr. Singh's Dental Clinic,4.8,93,"Motilal Nagar, 1/4, Road No. 3, off M G Road, behind Manthan Hotel",Mumbai,Maharashtra,IN,,+91 80808 80958,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dr.%20Singh's%20Dental%20Clinic&query_place_id=ChIJfcY2-Vq25zsRhaK_sNMPE8U,Dental clinic
World of Mouth Dental Clinic,4.8,6,"Shop No 1, Sayaji Crest, Phiroj Shah Mehata Rd",Mumbai,Maharashtra,IN,,+91 93219 91278,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=World%20of%20Mouth%20Dental%20Clinic&query_place_id=ChIJef7hJSLJ5zsRo1LrG6oacqY,Dental clinic
(ROGAN TADKA) The Multi Cuisine Family Restaurant,3.9,1974,Film City Rd,Mumbai,Maharashtra,IN,https://waayu.app.link/qGXMr2Y7VVb,+91 91672 37775,Mughlai restaurant,Chinese restaurant,Continental restaurant,Thai restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=(ROGAN%20TADKA)%20The%20Multi%20Cuisine%20Family%20Restaurant&query_place_id=ChIJ-8FfAuK35zsRb1_FRaOB_qs,Mughlai restaurant
Vinayak Dental Clinic,5,126,"Ashtavinayak Bldg, Moongipa Arcade, G-198",Mumbai,Maharashtra,IN,,+91 90821 14554,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vinayak%20Dental%20Clinic&query_place_id=ChIJiwR3QIfJ5zsRL-5f0Rc-Vf4,Dental clinic
